edition,year,host,champion,runner_up,third_place,fourth_place,teams,matches,goals,goals_per_match,attendance,top_scorer,top_scorer_country,top_scorer_goals,start_date,end_date,final_city,host_won,format,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
1,1930,Uruguay,Uruguay,Argentina,United States,Yugoslavia,13,18,70,3.89,590549,Guillermo Stábile,Argentina,8,July 13,July 30,Montevideo,No,Round Robin,537e65e5-baa0-4f0e-8045-c4a5e48cadbb,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
2,1934,Italy,Italy,Czechoslovakia,Germany,Austria,16,17,70,4.12,363000,Oldřich Nejedlý,Czechoslovakia,5,May 27,June 10,Rome,Yes,Knockout,40cb7121-8849-4165-8d94-32e07e2c5e38,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
3,1938,France,Italy,Hungary,Brazil,Sweden,15,18,84,4.67,375700,Leônidas,Brazil,7,June 4,June 19,Paris,Yes,Knockout,4429c669-1a8f-4491-a62a-d84b70369cd9,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
4,1950,Brazil,Uruguay,Brazil,Sweden,Spain,13,22,88,4.0,1045246,Ademir,Brazil,8,June 24,July 16,Rio de Janeiro,No,Round Robin Final,c60ed5b1-5b58-4512-bccf-7d5e12e7bb58,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
5,1954,Switzerland,West Germany,Hungary,Austria,Uruguay,16,26,140,5.38,768607,Sándor Kocsis,Hungary,11,June 16,July 4,Bern,No,Knockout,dfef9854-e403-4fe5-a8d2-3afac5f57a84,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
6,1958,Sweden,Brazil,Sweden,France,West Germany,16,35,126,3.6,819810,Just Fontaine,France,13,June 8,June 29,Stockholm,No,Knockout,3ca648c2-caef-4b4e-b0a7-4c257884541b,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
7,1962,Chile,Brazil,Czechoslovakia,Chile,Yugoslavia,16,32,89,2.78,893172,Florian Albert / Garrincha / Valentin Ivanov / Leonel Sánchez / Dražan Jerković / Vavá,Multiple,4,May 30,June 17,Santiago,No,Knockout,01a03906-7567-4bd9-8ffb-c0bfcfe56c05,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
8,1966,England,England,West Germany,Portugal,Soviet Union,16,32,89,2.78,1563135,Eusébio,Portugal,9,July 11,July 30,London,Yes,Knockout,6179ff82-815a-4b59-9188-40731bdfa758,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
9,1970,Mexico,Brazil,Italy,West Germany,Uruguay,16,32,95,2.97,1603975,Gerd Müller,West Germany,10,May 31,June 21,Mexico City,No,Knockout,f4fbd6ad-6660-4c84-bb2f-f73652b3229d,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
10,1974,West Germany,West Germany,Netherlands,Poland,Brazil,16,38,97,2.55,1865753,Grzegorz Lato,Poland,7,June 13,July 7,Munich,Yes,Knockout,27dfb5fc-5c0b-46c7-b458-b60264394e2e,2026-07-26T06:43:09.200279,wc_all_editions.xml,XML,manual__2026-07-26T06:42:55.423278+00:00
