year,host,award_type,winner,country,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
2014,Brazil,golden_ball,Lionel Messi,Argentina,a987401b-9aaa-45cf-bba2-3acdb5ebb6b1,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
2014,Brazil,golden_glove,Manuel Neuer,Germany,98bb0a8d-12ee-4820-888c-8633983477a7,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
2014,Brazil,best_young_player,Paul Pogba,France,ee90249e-0c51-424c-9deb-75949bc9c545,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
2018,Russia,golden_ball,Luka Modrić,Croatia,4dfc14e9-5a73-4b43-9c77-9284dd059fee,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
2018,Russia,golden_glove,Thibaut Courtois,Belgium,c50217dd-f934-4284-a21a-a68b6bfa6ffb,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
2018,Russia,best_young_player,Kylian Mbappé,France,ce38043c-be17-4467-9947-013e8fab2657,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
2022,Qatar,golden_ball,Lionel Messi,Argentina,999dbb1d-0503-4da9-889e-4147e1f45fbd,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
2022,Qatar,golden_glove,Emiliano Martínez,Argentina,e0c6edcf-e6c9-428a-89e5-74785b4c0352,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
2022,Qatar,best_young_player,Enzo Fernández,Argentina,5b53ffdb-40c4-4de2-9be8-dcc0b95b1cde,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
2026,USA/Canada/Mexico,golden_ball,Rodri,Spain,8298baea-69e4-46b2-b6a5-478965e1963e,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
2026,USA/Canada/Mexico,golden_glove,Unai Simón,Spain,e22dd27c-fdb3-45d6-9a7c-1e7173cc069c,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
2026,USA/Canada/Mexico,best_young_player,Pau Cubarsí,Spain,ace33241-eca4-4038-aa3e-9243d7295d00,2026-08-14T11:38:46.448611,world_cup_awards.xml,XML_WC_AWARDS,aa010f75-72ca-4ddd-beea-f5acf84cf033
