edition,year,host,champion,runner_up,third_place,fourth_place,teams,matches,goals,goals_per_match,attendance,top_scorer,top_scorer_country,top_scorer_goals,start_date,end_date,final_city,host_won,format,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
1,1930,Uruguay,Uruguay,Argentina,United States,Yugoslavia,13,18,70,3.89,590549,Guillermo Stábile,Argentina,8,July 13,July 30,Montevideo,No,Round Robin,9479113e-9225-4dcf-9be0-7f8366a6be07,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
2,1934,Italy,Italy,Czechoslovakia,Germany,Austria,16,17,70,4.12,363000,Oldřich Nejedlý,Czechoslovakia,5,May 27,June 10,Rome,Yes,Knockout,2c36a6bc-eda2-45ab-806e-2e02404e66a0,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
3,1938,France,Italy,Hungary,Brazil,Sweden,15,18,84,4.67,375700,Leônidas,Brazil,7,June 4,June 19,Paris,Yes,Knockout,cde07380-5d03-4d03-ba2e-f846320ea0b4,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
4,1950,Brazil,Uruguay,Brazil,Sweden,Spain,13,22,88,4.0,1045246,Ademir,Brazil,8,June 24,July 16,Rio de Janeiro,No,Round Robin Final,4efe2078-9704-444c-9f3c-9c01973d8e86,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
5,1954,Switzerland,West Germany,Hungary,Austria,Uruguay,16,26,140,5.38,768607,Sándor Kocsis,Hungary,11,June 16,July 4,Bern,No,Knockout,01c8db63-e1b8-4e16-a6a8-80824fe0cd64,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
6,1958,Sweden,Brazil,Sweden,France,West Germany,16,35,126,3.6,819810,Just Fontaine,France,13,June 8,June 29,Stockholm,No,Knockout,731abe6f-a922-4874-ac49-50c3cd285c15,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
7,1962,Chile,Brazil,Czechoslovakia,Chile,Yugoslavia,16,32,89,2.78,893172,Florian Albert / Garrincha / Valentin Ivanov / Leonel Sánchez / Dražan Jerković / Vavá,Multiple,4,May 30,June 17,Santiago,No,Knockout,eb7269c2-df89-45db-8890-5c3fb5520227,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
8,1966,England,England,West Germany,Portugal,Soviet Union,16,32,89,2.78,1563135,Eusébio,Portugal,9,July 11,July 30,London,Yes,Knockout,c04bd180-73a6-4e9d-80af-dc7e440cc50b,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
9,1970,Mexico,Brazil,Italy,West Germany,Uruguay,16,32,95,2.97,1603975,Gerd Müller,West Germany,10,May 31,June 21,Mexico City,No,Knockout,6de0a7ef-da82-4e18-b2b9-1a004293259d,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
10,1974,West Germany,West Germany,Netherlands,Poland,Brazil,16,38,97,2.55,1865753,Grzegorz Lato,Poland,7,June 13,July 7,Munich,Yes,Knockout,aab6d88b-fdf3-4a38-aef0-a79ddca08f01,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
11,1978,Argentina,Argentina,Netherlands,Brazil,Italy,16,38,102,2.68,1545791,Mario Kempes,Argentina,6,June 1,June 25,Buenos Aires,Yes,Knockout,923b2479-40b3-4396-a1bf-7690c0613ead,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
12,1982,Spain,Italy,West Germany,Poland,France,24,52,146,2.81,1766277,Paolo Rossi,Italy,6,June 13,July 11,Madrid,No,Knockout,9f55904e-a564-4c14-a53e-9a5917bb1642,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
13,1986,Mexico,Argentina,West Germany,France,Belgium,24,52,132,2.54,2394031,Gary Lineker,England,6,May 31,June 29,Mexico City,No,Knockout,c61b727a-3e27-47d6-9902-7b261872537d,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
14,1990,Italy,West Germany,Argentina,Italy,England,24,52,115,2.21,2516215,Salvatore Schillaci,Italy,6,June 8,July 8,Rome,No,Knockout,7a7b9b31-7aa5-475d-81fe-c7fe4f6ca83f,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
15,1994,United States,Brazil,Italy,Sweden,Bulgaria,24,52,141,2.71,3587538,Hristo Stoichkov / Oleg Salenko,Bulgaria / Russia,6,June 17,July 17,Pasadena,No,Knockout,58e6ff6c-5605-4f55-8791-1becfb243bc7,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
16,1998,France,France,Brazil,Croatia,Netherlands,32,64,171,2.67,2785100,Davor Šuker,Croatia,6,June 10,July 12,Paris,Yes,Knockout,f8443392-c941-4955-b543-74f7c0c3faa3,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
17,2002,South Korea / Japan,Brazil,Germany,Turkey,South Korea,32,64,161,2.52,2705197,Ronaldo,Brazil,8,May 31,June 30,Yokohama,No,Knockout,eefd3abf-d593-4a2a-a514-b01a892d2667,2026-07-21T06:01:00.542393,wc_all_editions.xml,XML,manual__2026-07-21T06:00:57.461792+00:00
