edition,year,host,champion,runner_up,third_place,fourth_place,teams,matches,goals,goals_per_match,attendance,top_scorer,top_scorer_country,top_scorer_goals,start_date,end_date,final_city,host_won,format,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
1,1930,Uruguay,Uruguay,Argentina,United States,Yugoslavia,13,18,70,3.89,590549,Guillermo Stábile,Argentina,8,July 13,July 30,Montevideo,No,Round Robin,af3e7355-f280-44cb-aaad-1642fefdd164,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
2,1934,Italy,Italy,Czechoslovakia,Germany,Austria,16,17,70,4.12,363000,Oldřich Nejedlý,Czechoslovakia,5,May 27,June 10,Rome,Yes,Knockout,3b28cfe1-b806-4258-8a9a-7f2c230b4ebd,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
3,1938,France,Italy,Hungary,Brazil,Sweden,15,18,84,4.67,375700,Leônidas,Brazil,7,June 4,June 19,Paris,Yes,Knockout,ea95b0f4-d12c-4ad8-a606-9d97a434bb21,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
4,1950,Brazil,Uruguay,Brazil,Sweden,Spain,13,22,88,4.0,1045246,Ademir,Brazil,8,June 24,July 16,Rio de Janeiro,No,Round Robin Final,8007663e-28f0-4ca0-bcc5-340075b53ad0,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
5,1954,Switzerland,West Germany,Hungary,Austria,Uruguay,16,26,140,5.38,768607,Sándor Kocsis,Hungary,11,June 16,July 4,Bern,No,Knockout,36627c01-71b0-4a1f-82f8-26b033e318fa,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
6,1958,Sweden,Brazil,Sweden,France,West Germany,16,35,126,3.6,819810,Just Fontaine,France,13,June 8,June 29,Stockholm,No,Knockout,984b15a4-bc5d-46b1-bde8-61d8b76c8959,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
7,1962,Chile,Brazil,Czechoslovakia,Chile,Yugoslavia,16,32,89,2.78,893172,Florian Albert / Garrincha / Valentin Ivanov / Leonel Sánchez / Dražan Jerković / Vavá,Multiple,4,May 30,June 17,Santiago,No,Knockout,4bd29bb9-596e-482b-b7b4-4a7a6c037f8c,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
8,1966,England,England,West Germany,Portugal,Soviet Union,16,32,89,2.78,1563135,Eusébio,Portugal,9,July 11,July 30,London,Yes,Knockout,d0243fe0-d741-4cb2-8892-a0d36f124812,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
9,1970,Mexico,Brazil,Italy,West Germany,Uruguay,16,32,95,2.97,1603975,Gerd Müller,West Germany,10,May 31,June 21,Mexico City,No,Knockout,cb3752d3-bd64-4764-b4de-733a981a5e02,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
10,1974,West Germany,West Germany,Netherlands,Poland,Brazil,16,38,97,2.55,1865753,Grzegorz Lato,Poland,7,June 13,July 7,Munich,Yes,Knockout,12185599-8cbd-45ec-923c-67d7826755c5,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
11,1978,Argentina,Argentina,Netherlands,Brazil,Italy,16,38,102,2.68,1545791,Mario Kempes,Argentina,6,June 1,June 25,Buenos Aires,Yes,Knockout,c042ebe9-e31a-4697-9f2f-72dcc4403bb9,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
12,1982,Spain,Italy,West Germany,Poland,France,24,52,146,2.81,1766277,Paolo Rossi,Italy,6,June 13,July 11,Madrid,No,Knockout,658d056e-cc84-47a0-81ae-244b52bdf8a3,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
13,1986,Mexico,Argentina,West Germany,France,Belgium,24,52,132,2.54,2394031,Gary Lineker,England,6,May 31,June 29,Mexico City,No,Knockout,33c06576-188d-4682-aabf-a948cdc57a36,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
14,1990,Italy,West Germany,Argentina,Italy,England,24,52,115,2.21,2516215,Salvatore Schillaci,Italy,6,June 8,July 8,Rome,No,Knockout,0edf6150-a852-4a9b-baff-f60bdd471588,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
15,1994,United States,Brazil,Italy,Sweden,Bulgaria,24,52,141,2.71,3587538,Hristo Stoichkov / Oleg Salenko,Bulgaria / Russia,6,June 17,July 17,Pasadena,No,Knockout,1e948bbb-6c83-4ff0-a037-6e79cfb76dbd,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
16,1998,France,France,Brazil,Croatia,Netherlands,32,64,171,2.67,2785100,Davor Šuker,Croatia,6,June 10,July 12,Paris,Yes,Knockout,938027e4-8641-40cb-b7be-d8a9abf5cf10,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
17,2002,South Korea / Japan,Brazil,Germany,Turkey,South Korea,32,64,161,2.52,2705197,Ronaldo,Brazil,8,May 31,June 30,Yokohama,No,Knockout,6b7e221b-5bc8-43f1-b15c-ad06480906bb,2026-07-21T08:47:20.172927,wc_all_editions.xml,XML,manual__2026-07-21T08:47:09.179617+00:00
