edition,year,host,champion,runner_up,third_place,fourth_place,teams,matches,goals,goals_per_match,attendance,top_scorer,top_scorer_country,top_scorer_goals,start_date,end_date,final_city,host_won,format,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
1,1930,Uruguay,Uruguay,Argentina,United States,Yugoslavia,13,18,70,3.89,590549,Guillermo Stábile,Argentina,8,July 13,July 30,Montevideo,No,Round Robin,164ac375-520e-43c8-8c12-cd38950f39ef,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
2,1934,Italy,Italy,Czechoslovakia,Germany,Austria,16,17,70,4.12,363000,Oldřich Nejedlý,Czechoslovakia,5,May 27,June 10,Rome,Yes,Knockout,db96acb2-f140-42e0-99d2-a440a6fbf7b5,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
3,1938,France,Italy,Hungary,Brazil,Sweden,15,18,84,4.67,375700,Leônidas,Brazil,7,June 4,June 19,Paris,Yes,Knockout,01bebfe2-a2d9-415f-b7ef-7a526a49f560,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
4,1950,Brazil,Uruguay,Brazil,Sweden,Spain,13,22,88,4.0,1045246,Ademir,Brazil,8,June 24,July 16,Rio de Janeiro,No,Round Robin Final,caba306b-6c5c-4ae9-a9fb-72220eb6f41e,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
5,1954,Switzerland,West Germany,Hungary,Austria,Uruguay,16,26,140,5.38,768607,Sándor Kocsis,Hungary,11,June 16,July 4,Bern,No,Knockout,c3d31e7f-299a-4307-bb49-ce61b06d135d,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
6,1958,Sweden,Brazil,Sweden,France,West Germany,16,35,126,3.6,819810,Just Fontaine,France,13,June 8,June 29,Stockholm,No,Knockout,2d5b6b2e-3f6c-49af-9f0f-157f6f6961e6,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
7,1962,Chile,Brazil,Czechoslovakia,Chile,Yugoslavia,16,32,89,2.7800000000000002,893172,Florian Albert / Garrincha / Valentin Ivanov / Leonel Sánchez / Dražan Jerković / Vavá,Multiple,4,May 30,June 17,Santiago,No,Knockout,c0491376-4c6d-4d2c-9027-454dbbfb1fbf,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
8,1966,England,England,West Germany,Portugal,Soviet Union,16,32,89,2.7800000000000002,1563135,Eusébio,Portugal,9,July 11,July 30,London,Yes,Knockout,ac4734b3-7554-4760-9606-f424c8c868e4,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
9,1970,Mexico,Brazil,Italy,West Germany,Uruguay,16,32,95,2.9699999999999998,1603975,Gerd Müller,West Germany,10,May 31,June 21,Mexico City,No,Knockout,287982d1-896f-4c32-b130-0c16efe7a1ca,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
10,1974,West Germany,West Germany,Netherlands,Poland,Brazil,16,38,97,2.55,1865753,Grzegorz Lato,Poland,7,June 13,July 7,Munich,Yes,Knockout,cbcbf784-4d90-4cfd-b97d-a8389bb2e5f9,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
11,1978,Argentina,Argentina,Netherlands,Brazil,Italy,16,38,102,2.68,1545791,Mario Kempes,Argentina,6,June 1,June 25,Buenos Aires,Yes,Knockout,4916bda1-730f-47e8-af2f-686c38dfd80a,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
12,1982,Spain,Italy,West Germany,Poland,France,24,52,146,2.81,1766277,Paolo Rossi,Italy,6,June 13,July 11,Madrid,No,Knockout,bdca4695-675f-4712-9b41-b5f39a994d21,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
13,1986,Mexico,Argentina,West Germany,France,Belgium,24,52,132,2.54,2394031,Gary Lineker,England,6,May 31,June 29,Mexico City,No,Knockout,5bb224ae-c286-450f-b595-a92bc80754fb,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
14,1990,Italy,West Germany,Argentina,Italy,England,24,52,115,2.21,2516215,Salvatore Schillaci,Italy,6,June 8,July 8,Rome,No,Knockout,61cd3873-e585-49d7-b1d8-f7aebff21f1d,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
15,1994,United States,Brazil,Italy,Sweden,Bulgaria,24,52,141,2.71,3587538,Hristo Stoichkov / Oleg Salenko,Bulgaria / Russia,6,June 17,July 17,Pasadena,No,Knockout,81a7452e-2aa6-420b-bc75-9863e3ade81e,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
16,1998,France,France,Brazil,Croatia,Netherlands,32,64,171,2.67,2785100,Davor Šuker,Croatia,6,June 10,July 12,Paris,Yes,Knockout,5d3895ea-5e11-437e-919a-068b2e637180,2026-08-16T07:42:32.685010,wc_all_editions.json,JSON,manual__2026-08-16T07:42:22.266543+00:00
