edition,year,host,champion,runner_up,third_place,fourth_place,teams,matches,goals,goals_per_match,attendance,top_scorer,top_scorer_country,top_scorer_goals,start_date,end_date,final_city,host_won,format,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
11,1978,Argentina,Argentina,Netherlands,Brazil,Italy,16,38,102,2.68,1545791,Mario Kempes,Argentina,6,June 1,June 25,Buenos Aires,Yes,Knockout,0d1ab8fd-58c6-4b69-bf8b-18c4209b57c0,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
12,1982,Spain,Italy,West Germany,Poland,France,24,52,146,2.81,1766277,Paolo Rossi,Italy,6,June 13,July 11,Madrid,No,Knockout,741f15d5-0fa9-454d-9963-2f4586931910,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
13,1986,Mexico,Argentina,West Germany,France,Belgium,24,52,132,2.54,2394031,Gary Lineker,England,6,May 31,June 29,Mexico City,No,Knockout,8b2e73bd-0ddf-42a1-ad9b-3240fdce3774,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
14,1990,Italy,West Germany,Argentina,Italy,England,24,52,115,2.21,2516215,Salvatore Schillaci,Italy,6,June 8,July 8,Rome,No,Knockout,4b2e6b3f-5021-428c-add6-61662734771c,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
15,1994,United States,Brazil,Italy,Sweden,Bulgaria,24,52,141,2.71,3587538,Hristo Stoichkov / Oleg Salenko,Bulgaria / Russia,6,June 17,July 17,Pasadena,No,Knockout,d51249d3-f1f6-4ac7-80e7-d117dd0b8c2f,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
16,1998,France,France,Brazil,Croatia,Netherlands,32,64,171,2.67,2785100,Davor Šuker,Croatia,6,June 10,July 12,Paris,Yes,Knockout,9fcf7f58-960a-496e-90fd-fe716fcc129a,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
17,2002,South Korea / Japan,Brazil,Germany,Turkey,South Korea,32,64,161,2.52,2705197,Ronaldo,Brazil,8,May 31,June 30,Yokohama,No,Knockout,63d9fc9d-c76b-486d-8d57-8fbae198b8fd,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
18,2006,Germany,Italy,France,Germany,Portugal,32,64,147,2.3,3359439,Miroslav Klose,Germany,5,June 9,July 9,Berlin,No,Knockout,4b6a55de-e98a-46d6-8c04-db799255ff42,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
19,2010,South Africa,Spain,Netherlands,Germany,Uruguay,32,64,145,2.27,3178856,Thomas Müller / Wesley Sneijder / David Villa / Diego Forlán,Multiple,5,June 11,July 11,Johannesburg,No,Knockout,5cf9b446-ca55-47ee-9c5c-a9547554f96a,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
20,2014,Brazil,Germany,Argentina,Netherlands,Brazil,32,64,171,2.67,3429873,James Rodríguez,Colombia,6,June 12,July 13,Rio de Janeiro,No,Knockout,bfbb3808-dfde-47b9-b57d-fb116c775ea2,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
21,2018,Russia,France,Croatia,Belgium,England,32,64,169,2.64,3031768,Harry Kane,England,6,June 14,July 15,Moscow,No,Knockout,c121214b-af91-4835-a021-cb8b60a408b2,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
22,2022,Qatar,Argentina,France,Croatia,Morocco,32,64,172,2.69,3404252,Kylian Mbappé,France,8,November 20,December 18,Lusail,No,Knockout,53f37301-12b9-4546-b7ee-8443908e3472,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
23,2026,United States / Canada / Mexico,Spain,Argentina,England,France,48,104,298,2.87,6850000,Kylian Mbappé,France,10,June 11,July 19,East Rutherford,No,Knockout,11a5381c-8ec7-48d7-97df-d03fc0070bec,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
