edition,year,host,champion,runner_up,third_place,fourth_place,teams,matches,goals,goals_per_match,attendance,top_scorer,top_scorer_country,top_scorer_goals,start_date,end_date,final_city,host_won,format,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
1,1930,Uruguay,Uruguay,Argentina,United States,Yugoslavia,13,18,70,3.89,590549,Guillermo Stábile,Argentina,8,July 13,July 30,Montevideo,No,Round Robin,1c43d930-127e-4c5c-b774-958e4ae6ea03,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
2,1934,Italy,Italy,Czechoslovakia,Germany,Austria,16,17,70,4.12,363000,Oldřich Nejedlý,Czechoslovakia,5,May 27,June 10,Rome,Yes,Knockout,3ed3d8f2-993a-4488-ae39-8033240ed838,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
3,1938,France,Italy,Hungary,Brazil,Sweden,15,18,84,4.67,375700,Leônidas,Brazil,7,June 4,June 19,Paris,Yes,Knockout,a9258606-60e1-41a6-97d7-2edc920e27f7,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
4,1950,Brazil,Uruguay,Brazil,Sweden,Spain,13,22,88,4.0,1045246,Ademir,Brazil,8,June 24,July 16,Rio de Janeiro,No,Round Robin Final,667821be-2b34-4682-8348-23a4a8e86e4b,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
5,1954,Switzerland,West Germany,Hungary,Austria,Uruguay,16,26,140,5.38,768607,Sándor Kocsis,Hungary,11,June 16,July 4,Bern,No,Knockout,2ceaf755-1ba3-44e5-9b52-d001e276e14e,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
6,1958,Sweden,Brazil,Sweden,France,West Germany,16,35,126,3.6,819810,Just Fontaine,France,13,June 8,June 29,Stockholm,No,Knockout,794a1ea0-9229-4365-a50e-86decc231dac,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
7,1962,Chile,Brazil,Czechoslovakia,Chile,Yugoslavia,16,32,89,2.7800000000000002,893172,Florian Albert / Garrincha / Valentin Ivanov / Leonel Sánchez / Dražan Jerković / Vavá,Multiple,4,May 30,June 17,Santiago,No,Knockout,1c5c0cbd-04ea-418f-954c-44e6422ab2d5,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
8,1966,England,England,West Germany,Portugal,Soviet Union,16,32,89,2.7800000000000002,1563135,Eusébio,Portugal,9,July 11,July 30,London,Yes,Knockout,55db4524-5a41-48e2-9750-eb29601fc3fe,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
9,1970,Mexico,Brazil,Italy,West Germany,Uruguay,16,32,95,2.9699999999999998,1603975,Gerd Müller,West Germany,10,May 31,June 21,Mexico City,No,Knockout,0fa8edb2-f903-4551-832e-a5d532f9f49a,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
10,1974,West Germany,West Germany,Netherlands,Poland,Brazil,16,38,97,2.55,1865753,Grzegorz Lato,Poland,7,June 13,July 7,Munich,Yes,Knockout,b30c77e2-cc9d-48f6-a4e6-e9dceb4dde1d,2026-08-18T10:50:58.586864,wc_all_editions.json,JSON,manual__2026-08-18T10:50:47.652167+00:00
