year,host,award_type,winner,country,_ingestion_id,_ingested_at,_source_file,_source_format,_run_id
2014,Brazil,golden_glove,Manuel Neuer,Germany,87c36575-a628-45fc-8b52-803c1f07bfde,2026-08-16T07:42:33.161095,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-16T07:42:22.266543+00:00
2014,Brazil,best_young_player,Paul Pogba,France,f5918580-26fb-4817-9900-ae5e35aee810,2026-08-16T07:42:33.161095,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-16T07:42:22.266543+00:00
2018,Russia,golden_ball,Luka Modrić,Croatia,c231c947-9af0-49bd-b2ba-969b778c9fa8,2026-08-16T07:42:33.161095,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-16T07:42:22.266543+00:00
2018,Russia,golden_glove,Thibaut Courtois,Belgium,27e9a704-32d3-498c-b41d-cd8168221bea,2026-08-16T07:42:33.161095,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-16T07:42:22.266543+00:00
2018,Russia,best_young_player,Kylian Mbappé,France,984c1995-b7ce-45f6-9e9c-e855cb81d5b8,2026-08-16T07:42:33.161095,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-16T07:42:22.266543+00:00
2022,Qatar,golden_ball,Lionel Messi,Argentina,d4fae27b-592f-44fd-88a0-aadce8d73de0,2026-08-16T07:42:33.161095,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-16T07:42:22.266543+00:00
2022,Qatar,golden_glove,Emiliano Martínez,Argentina,6f322ad6-075a-4283-b69e-a77d7ac53179,2026-08-16T07:42:33.161095,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-16T07:42:22.266543+00:00
2022,Qatar,best_young_player,Enzo Fernández,Argentina,e1eefa3c-332c-461e-9b7d-b97fa20fd419,2026-08-16T07:42:33.161095,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-16T07:42:22.266543+00:00
2026,USA/Canada/Mexico,golden_ball,Rodri,Spain,7f619d64-7afd-420d-b48d-a6e5c058ea27,2026-08-16T07:42:33.161095,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-16T07:42:22.266543+00:00
2026,USA/Canada/Mexico,golden_glove,Unai Simón,Spain,0cbcbb2c-c232-4933-9d70-94fbb62aeabd,2026-08-16T07:42:33.161095,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-16T07:42:22.266543+00:00
2026,USA/Canada/Mexico,best_young_player,Pau Cubarsí,Spain,905b177c-87e1-4194-a26f-f3efa67f3883,2026-08-16T07:42:33.161095,world_cup_awards.xml,XML_WC_AWARDS,manual__2026-08-16T07:42:22.266543+00:00
